<Trader> Aircraft Trader
    <Category> MH6 Little Bird
        ExpansionMh6,                   V, 100000, 20000
        Expansion_Mh6_Door_1_1_Digital,        *,	5000,	2000
        Expansion_Mh6_Door_1_2_Digital,        *,	5000,	2000
        Expansion_Mh6_Door_2_1_Digital,        *,	5000,	2000
        Expansion_Mh6_Door_2_2_Digital,        *,	5000,	2000
        Expansion_Mh6_Door_1_1_Elliptical,     *,	5000,	2000
        Expansion_Mh6_Door_1_2_Elliptical,     *,	5000,	2000
        Expansion_Mh6_Door_2_1_Elliptical,     *,	5000,	2000
        Expansion_Mh6_Door_2_2_Elliptical,     *,	5000,	2000
        Expansion_Mh6_Door_1_1_Furious,        *,	5000,	2000
        Expansion_Mh6_Door_1_2_Furious,        *,	5000,	2000
        Expansion_Mh6_Door_2_1_Furious,        *,	5000,	2000
        Expansion_Mh6_Door_2_2_Furious,        *,	5000,	2000
        Expansion_Mh6_Door_1_1_GrayWatcher,    *,	5000,	2000
        Expansion_Mh6_Door_1_2_GrayWatcher,    *,	5000,	2000
        Expansion_Mh6_Door_2_1_GrayWatcher,    *,	5000,	2000
        Expansion_Mh6_Door_2_2_GrayWatcher,    *,	5000,	2000
        Expansion_Mh6_Door_1_1_Jeans,          *,	5000,	2000
        Expansion_Mh6_Door_1_2_Jeans,          *,	5000,	2000
        Expansion_Mh6_Door_2_1_Jeans,          *,	5000,	2000
        Expansion_Mh6_Door_2_2_Jeans,          *,	5000,	2000
        Expansion_Mh6_Door_1_1_Resistance,     *,	5000,	2000
        Expansion_Mh6_Door_1_2_Resistance,     *,	5000,	2000
        Expansion_Mh6_Door_2_1_Resistance,     *,	5000,	2000
        Expansion_Mh6_Door_2_2_Resistance,     *,	5000,	2000
        Expansion_Mh6_Door_1_1_Shadow,         *,	5000,	2000
        Expansion_Mh6_Door_1_2_Shadow,         *,	5000,	2000
        Expansion_Mh6_Door_2_1_Shadow,         *,	5000,	2000
        Expansion_Mh6_Door_2_2_Shadow,         *,	5000,	2000
        Expansion_Mh6_Door_1_1_Sheriff,        *,	5000,	2000
        Expansion_Mh6_Door_1_2_Sheriff,        *,	5000,	2000
        Expansion_Mh6_Door_2_1_Sheriff,        *,	5000,	2000
        Expansion_Mh6_Door_2_2_Sheriff,        *,	5000,	2000
        Expansion_Mh6_Door_1_1_Speedy,         *,	5000,	2000
        Expansion_Mh6_Door_1_2_Speedy,         *,	5000,	2000
        Expansion_Mh6_Door_2_1_Speedy,         *,	5000,	2000
        Expansion_Mh6_Door_2_2_Speedy,         *,	5000,	2000
        Expansion_Mh6_Door_1_1_Sunset,         *,	5000,	2000
        Expansion_Mh6_Door_1_2_Sunset,         *,	5000,	2000
        Expansion_Mh6_Door_2_1_Sunset,         *,	5000,	2000
        Expansion_Mh6_Door_2_2_Sunset,         *,	5000,	2000
        Expansion_Mh6_Door_1_1_Vrana,          *,	5000,	2000
        Expansion_Mh6_Door_1_2_Vrana,          *,	5000,	2000
        Expansion_Mh6_Door_2_1_Vrana,          *,	5000,	2000
        Expansion_Mh6_Door_2_2_Vrana,          *,	5000,	2000
        Expansion_Mh6_Door_1_1_Wasp,           *,	5000,	2000
        Expansion_Mh6_Door_1_2_Wasp,           *,	5000,	2000
        Expansion_Mh6_Door_2_1_Wasp,           *,	5000,	2000
        Expansion_Mh6_Door_2_2_Wasp,           *,	5000,	2000
        Expansion_Mh6_Door_1_1_Wave,           *,	5000,	2000
        Expansion_Mh6_Door_1_2_Wave,           *,	5000,	2000
        Expansion_Mh6_Door_2_1_Wave,           *,	5000,	2000
        Expansion_Mh6_Door_2_2_Wave,           *,	5000,	2000
